Ticker,Name,Williams %R,EMA,Status
016580,환인제약,-23.4,11968.24,Neutral
032560,황금에스티,-60.61,6025.37,Neutral
004800,효성,-21.21,69175.11,Neutral
094280,효성ITX,-73.37,13657.98,Neutral
298040,효성중공업,-10.7,793028.22,Overbought
298020,효성티앤씨,-92.11,250727.89,Oversold
298000,효성화학,inf,38900.0,Overbought
093370,후성,-69.28,4913.23,Neutral
005870,휴니드,-88.7,9345.23,Oversold
079980,휴비스,-82.46,3036.98,Oversold
005010,휴스틸,-94.49,4800.2,Oversold
000540,흥국화재,-79.03,4232.99,Neutral
000545,흥국화재우,-84.62,7457.22,Oversold
003280,흥아해운,-82.8,1876.78,Oversold
